$P_{O_2}$ $\mu_e$ e h $V_{O}^{\times}$ $V_{O}^{\bullet}$ $V_{O}^{\bullet\bullet}$ $O_{i}^{\times}$ $O_{i}^{'}$ $O_{i}^{''}$ $Sn_{i}^{\times}$ $Sn_{i}^{\bullet}$ $Sn_{i}^{\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet\bullet}$ $V_{Sn}^{\times}$ $V_{Sn}^{'}$ $V_{Sn}^{''}$ $V_{Sn}^{'''}$ $V_{Sn}^{''''}$ $H_{i}^{'}$ $H_{i}^{\times}$ $H_{i}^{\bullet}$ $H_{O}^{\times}$ $H_{O}^{\bullet}$ $H_{O}^{\bullet\bullet}$ $H_{O}^{\bullet\bullet\bullet}$ $H_{Sn}^{\times}$ $H_{Sn}^{'}$ $H_{Sn}^{''}$ $H_{Sn}^{'''}$ $H_{Sn}^{''''}$ $Ti_{i}^{\times}$ $Ti_{i}^{\bullet}$ $Ti_{i}^{\bullet\bullet}$ $Ti_{i}^{\bullet\bullet\bullet}$ $Ti_{i}^{\bullet\bullet\bullet\bullet}$ $Ti_{Sn}^{\times}$ $Ti_{Sn}^{'}$ $Ti_{Sn}^{''}$ $Ti_{Sn}^{'''}$ $Ti_{Sn}^{''''}$
3.9844e-09 1.4508 1.8183e-09 9.7416e-09 1.2989e-15 5.8706e-17 8.5113e-18 2.9863e-20 5.2369e-23 7.7147e-25 4.8028e-51 6.1542e-44 1.2722e-36 4.1364e-33 2.2806e-32 2.0952e-40 1.7763e-32 5.3636e-26 3.2755e-21 2.0859e-18 6.263e-23 1.0356e-16 1.6064e-13 1.9119e-22 3.8164e-19 3.0583e-27 7.9337e-37 1.662e-43 1.0193e-35 9.9487e-30 8.4402e-26 4.042e-31 1.0124e-47 2.6127e-41 2.6464e-37 7.816e-36 1.5772e-35 9.9992e-05 7.9234e-09 1.0428e-15 1.2652e-24 1.4681e-35
5.7597e-10 1.4508 1.8183e-09 9.7416e-09 3.4162e-15 1.544e-16 2.2386e-17 1.1354e-20 1.9911e-23 2.9332e-25 3.3224e-50 4.2573e-43 8.8005e-36 2.8615e-32 1.5776e-31 3.0287e-41 2.5677e-33 7.7534e-27 4.735e-22 3.0153e-19 6.263e-23 1.0356e-16 1.6064e-13 5.0285e-22 1.0038e-18 8.0438e-27 2.0867e-36 2.4025e-44 1.4734e-36 1.4381e-30 1.2201e-26 5.843e-32 7.0036e-47 1.8074e-40 1.8307e-36 5.4069e-35 1.091e-34 9.9992e-05 7.9234e-09 1.0428e-15 1.2652e-24 1.4681e-35
8.3261e-11 1.4508 1.8183e-09 9.7416e-09 8.9852e-15 4.0611e-16 5.8879e-17 4.3169e-21 7.5703e-24 1.1152e-25 2.2984e-49 2.9451e-42 6.0879e-35 1.9795e-31 1.0914e-30 4.3782e-42 3.7118e-34 1.1208e-27 6.8447e-23 4.3588e-20 6.263e-23 1.0356e-16 1.6064e-13 1.3226e-21 2.6401e-18 2.1157e-26 5.4883e-36 3.4729e-45 2.1299e-37 2.0789e-31 1.7637e-27 8.4464e-33 4.8449e-46 1.2503e-39 1.2664e-35 3.7403e-34 7.5475e-34 9.9992e-05 7.9234e-09 1.0428e-15 1.2652e-24 1.4681e-35
1.2036e-11 1.4508 1.8183e-09 9.7416e-09 2.3632e-14 1.0681e-15 1.5486e-16 1.6413e-21 2.8783e-24 4.2401e-26 1.59e-48 2.0373e-41 4.2115e-34 1.3693e-30 7.5498e-30 6.329e-43 5.3656e-35 1.6202e-28 9.8944e-24 6.301e-21 6.263e-23 1.0356e-16 1.6064e-13 3.4786e-21 6.9438e-18 5.5645e-26 1.4435e-35 5.0203e-46 3.0789e-38 3.0052e-32 2.5496e-28 1.221e-33 3.3516e-45 8.6493e-39 8.7607e-35 2.5875e-33 5.2212e-33 9.9992e-05 7.9234e-09 1.0428e-15 1.2652e-24 1.4681e-35
1.7399e-12 1.4508 1.8183e-09 9.7416e-09 6.2157e-14 2.8093e-15 4.0731e-16 6.2403e-22 1.0943e-24 1.6121e-26 1.0999e-47 1.4094e-40 2.9134e-33 9.4728e-30 5.2227e-29 9.1489e-44 7.7564e-36 2.3421e-29 1.4303e-24 9.1085e-22 6.263e-23 1.0356e-16 1.6064e-13 9.1493e-21 1.8263e-17 1.4636e-25 3.7967e-35 7.2572e-47 4.4507e-39 4.3442e-33 3.6855e-29 1.765e-34 2.3185e-44 5.9834e-38 6.0604e-34 1.7899e-32 3.6119e-32 9.9992e-05 7.9234e-09 1.0428e-15 1.2652e-24 1.4681e-35
2.5151e-13 1.4508 1.8183e-09 9.7416e-09 1.6348e-13 7.389e-15 1.0713e-15 2.3726e-22 4.1607e-25 6.1293e-27 7.6087e-47 9.7496e-40 2.0154e-32 6.553e-29 3.6129e-28 1.3225e-44 1.1212e-36 3.3856e-30 2.0676e-25 1.3167e-22 6.263e-23 1.0356e-16 1.6064e-13 2.4064e-20 4.8036e-17 3.8494e-25 9.9858e-35 1.0491e-47 6.4338e-40 6.2799e-34 5.3277e-30 2.5514e-35 1.6039e-43 4.1391e-37 4.1924e-33 1.2382e-31 2.4986e-31 9.9992e-05 7.9234e-09 1.0428e-15 1.2652e-24 1.4681e-35
3.6357e-14 1.4508 1.8183e-09 9.7416e-09 4.2998e-13 1.9434e-14 2.8176e-15 9.0208e-23 1.5819e-25 2.3304e-27 5.2635e-46 6.7445e-39 1.3942e-31 4.5332e-28 2.4993e-27 1.9118e-45 1.6208e-37 4.8941e-31 2.9888e-26 1.9034e-23 6.263e-23 1.0356e-16 1.6064e-13 6.3292e-20 1.2634e-16 1.0124e-24 2.6264e-34 1.5165e-48 9.3005e-41 9.0779e-35 7.7015e-31 3.6882e-36 1.1095e-42 2.8633e-36 2.9002e-32 8.5657e-31 1.7284e-30 9.9992e-05 7.9235e-09 1.0428e-15 1.2652e-24 1.4681e-35
5.2556e-15 1.4508 1.8183e-09 9.7416e-09 1.1309e-12 5.1115e-14 7.4108e-15 3.4297e-23 6.0146e-26 8.8603e-28 3.6411e-45 4.6656e-38 9.6446e-31 3.1359e-27 1.7289e-26 2.7636e-46 2.343e-38 7.0748e-32 4.3206e-27 2.7514e-24 6.2631e-23 1.0356e-16 1.6064e-13 1.6647e-19 3.323e-16 2.6629e-24 6.9079e-34 2.1922e-49 1.3444e-41 1.3123e-35 1.1133e-31 5.3316e-37 7.6754e-42 1.9808e-35 2.0063e-31 5.9255e-30 1.1957e-29 9.9992e-05 7.9235e-09 1.0428e-15 1.2652e-24 1.4682e-35
7.5973e-16 1.4508 1.8183e-09 9.7415e-09 2.9745e-12 1.3444e-13 1.9491e-14 1.304e-23 2.2868e-26 3.3688e-28 2.5188e-44 3.2275e-37 6.6718e-30 2.1693e-26 1.196e-25 3.995e-47 3.387e-39 1.0227e-32 6.2457e-28 3.9775e-25 6.2631e-23 1.0356e-16 1.6064e-13 4.3784e-19 8.7398e-16 7.0037e-24 1.8168e-33 3.169e-50 1.9435e-42 1.897e-36 1.6094e-32 7.7074e-38 5.3096e-41 1.3702e-34 1.3879e-30 4.099e-29 8.2712e-29 9.9992e-05 7.9235e-09 1.0428e-15 1.2652e-24 1.4682e-35
1.0982e-16 1.4508 1.8184e-09 9.7414e-09 7.8234e-12 3.5359e-13 5.1264e-14 4.9579e-24 8.6946e-27 1.2809e-28 1.7425e-43 2.2327e-36 4.6152e-29 1.5006e-25 8.2732e-25 5.775e-48 4.8961e-40 1.4784e-33 9.029e-29 5.75e-26 6.2632e-23 1.0356e-16 1.6063e-13 1.1516e-18 2.2987e-15 1.842e-23 4.7784e-33 4.5809e-51 2.8095e-43 2.7423e-37 2.3266e-33 1.1142e-38 3.6731e-40 9.4788e-34 9.6007e-30 2.8355e-28 5.7215e-28 9.9992e-05 7.9236e-09 1.0428e-15 1.2652e-24 1.4683e-35
1.5876e-17 1.4508 1.8184e-09 9.741e-09 2.0577e-11 9.2997e-13 1.3482e-13 1.885e-24 3.3059e-27 4.8703e-29 1.2054e-42 1.5445e-35 3.1924e-28 1.0379e-24 5.7223e-24 8.3481e-49 7.0779e-41 2.1373e-34 1.3053e-29 8.3133e-27 6.2634e-23 1.0356e-16 1.6063e-13 3.0288e-18 6.0457e-15 4.8445e-23 1.2566e-32 6.622e-52 4.0614e-44 3.9645e-38 3.3636e-34 1.6109e-39 2.5409e-39 6.5569e-33 6.641e-29 1.9613e-27 3.9573e-27 9.9992e-05 7.9239e-09 1.0429e-15 1.2654e-24 1.4685e-35
2.2949e-18 1.4509 1.8186e-09 9.74e-09 5.412e-11 2.4457e-12 3.5453e-13 7.167e-25 1.257e-27 1.8521e-29 8.3385e-42 1.0683e-34 2.208e-27 7.1781e-24 3.9569e-23 1.2068e-49 1.0233e-41 3.0903e-35 1.8875e-30 1.2022e-27 6.2641e-23 1.0356e-16 1.6061e-13 7.9663e-18 1.5899e-14 1.2739e-22 3.3042e-32 9.5725e-53 5.8716e-45 5.7321e-39 4.8637e-35 2.3296e-40 1.7577e-38 4.5354e-32 4.5931e-28 1.3563e-26 2.7365e-26 9.9992e-05 7.9247e-09 1.0431e-15 1.2658e-24 1.4691e-35
3.3175e-19 1.4509 1.8191e-09 9.7374e-09 1.4234e-10 6.4309e-12 9.3197e-13 2.7249e-25 4.7806e-28 7.0455e-30 5.7684e-41 7.3883e-34 1.5266e-26 4.9616e-23 2.7344e-22 1.7445e-50 1.4796e-42 4.4696e-36 2.7307e-31 1.7397e-28 6.2657e-23 1.0356e-16 1.6057e-13 2.0953e-17 4.1807e-14 3.3488e-22 8.6836e-32 1.3838e-53 8.4901e-46 8.2905e-40 7.0364e-36 3.3712e-41 1.216e-37 3.1367e-31 3.1757e-27 9.3753e-26 1.891e-25 9.9992e-05 7.9268e-09 1.0437e-15 1.2668e-24 1.4706e-35
4.7956e-20 1.451 1.8204e-09 9.7307e-09 3.7439e-10 1.6903e-11 2.4478e-12 1.036e-25 1.8189e-28 2.6825e-30 3.9904e-40 5.1074e-33 1.0546e-25 3.4252e-22 1.8863e-21 2.5217e-51 2.1403e-43 6.4701e-37 3.9557e-32 2.5219e-29 6.2701e-23 1.0356e-16 1.6046e-13 5.5109e-17 1.0988e-13 8.7956e-22 2.2792e-31 2.0003e-54 1.2281e-46 1.2001e-40 1.0193e-36 4.8868e-42 8.4117e-37 2.1683e-30 2.1938e-26 6.4721e-25 1.3045e-24 9.9992e-05 7.9324e-09 1.0451e-15 1.2694e-24 1.4748e-35
6.9323e-21 1.4511 1.8237e-09 9.7129e-09 9.847e-10 4.4375e-11 6.4147e-12 3.939e-26 6.9281e-29 1.0236e-30 2.7605e-39 3.5267e-32 7.2689e-25 2.3565e-21 1.2954e-20 3.6453e-52 3.0996e-44 9.3871e-38 5.7496e-33 3.6723e-30 6.2815e-23 1.0356e-16 1.6016e-13 1.4494e-16 2.8848e-13 2.305e-21 5.9618e-31 2.8916e-55 1.7786e-47 1.7412e-41 1.4815e-37 7.116e-43 5.819e-36 1.4973e-29 1.5121e-25 4.4527e-24 8.9585e-24 9.9992e-05 7.9469e-09 1.049e-15 1.2764e-24 1.4856e-35
1.0021e-21 1.4516 1.8324e-09 9.6667e-09 2.5899e-09 1.1616e-10 1.6712e-11 1.4976e-26 2.6467e-29 3.9291e-31 1.9096e-38 2.4281e-31 4.9807e-24 1.607e-20 8.792e-20 5.2695e-53 4.5021e-45 1.37e-38 8.4311e-34 5.4107e-31 6.3115e-23 1.0356e-16 1.594e-13 3.8123e-16 7.5514e-13 6.0049e-21 1.5458e-30 4.18e-56 2.5834e-48 2.5411e-42 2.1725e-38 1.0485e-43 4.0254e-35 1.0308e-28 1.0361e-24 3.0366e-23 6.0803e-23 9.9992e-05 7.9848e-09 1.059e-15 1.2948e-24 1.5142e-35
1.4486e-22 1.4529 1.855e-09 9.5488e-09 6.8119e-09 3.0179e-10 4.2888e-11 5.6941e-27 1.0187e-29 1.531e-31 1.321e-37 1.6592e-30 3.3619e-23 1.0715e-19 5.7906e-19 7.6175e-54 6.5884e-46 2.0296e-39 1.2645e-34 8.2151e-32 6.3895e-23 1.0356e-16 1.5746e-13 1.0027e-15 1.9619e-12 1.5411e-20 3.9186e-30 6.0424e-57 3.7805e-49 3.7646e-43 3.2583e-39 1.5919e-44 2.7847e-34 7.0441e-28 6.9936e-24 2.0246e-22 4.0046e-22 9.9992e-05 8.0834e-09 1.0853e-15 1.3433e-24 1.5904e-35
2.0941e-23 1.4561 1.9128e-09 9.2606e-09 1.7916e-08 7.698e-10 1.061e-10 2.1649e-27 3.9937e-30 6.1889e-32 9.1384e-37 1.1131e-29 2.1874e-22 6.7612e-19 3.5437e-18 1.1012e-54 9.8203e-47 3.1193e-40 2.0039e-35 1.3424e-32 6.5883e-23 1.0356e-16 1.5271e-13 2.6372e-15 5.0044e-12 3.8123e-20 9.4013e-30 8.7347e-58 5.6351e-50 5.7859e-44 5.1636e-40 2.6013e-45 1.9263e-33 4.7258e-27 4.5503e-23 1.2776e-21 2.4507e-21 9.9992e-05 8.335e-09 1.1539e-15 1.4727e-24 1.7978e-35
3.0271e-24 1.4634 2.0541e-09 8.6233e-09 4.7123e-08 1.8854e-09 2.4196e-10 8.2312e-28 1.6306e-30 2.7137e-32 6.3217e-36 7.1705e-29 1.3121e-21 3.7765e-18 1.8431e-17 1.5918e-55 1.5245e-47 5.2003e-41 3.5876e-36 2.581e-33 7.0752e-23 1.0356e-16 1.422e-13 6.9363e-15 1.2257e-11 8.6944e-20 1.9965e-29 1.2626e-58 8.7479e-51 9.6458e-45 9.2445e-41 5.0013e-46 1.3326e-32 3.0442e-26 2.7294e-22 7.1359e-21 1.2746e-20 9.9991e-05 8.9509e-09 1.3308e-15 1.8239e-24 2.391e-35
4.3759e-25 1.4785 2.3753e-09 7.4573e-09 1.2394e-07 4.2883e-09 4.7594e-10 3.1295e-28 7.1692e-31 1.3796e-32 4.3732e-35 4.2897e-28 6.7882e-21 1.6896e-17 7.1312e-17 2.301e-56 2.5483e-48 1.0052e-41 8.0189e-37 6.6708e-34 8.1815e-23 1.0356e-16 1.2297e-13 1.8244e-14 2.7878e-11 1.7102e-19 3.3962e-29 1.8252e-59 1.4623e-51 1.8645e-45 2.0663e-41 1.2926e-46 9.2183e-32 1.8211e-25 1.4121e-21 3.1926e-20 4.9316e-20 9.999e-05 1.035e-08 1.7794e-15 2.8201e-24 4.275e-35
6.3256e-26 1.5038 3.0346e-09 5.8372e-09 3.2598e-07 8.8285e-09 7.6697e-10 1.1899e-28 3.4823e-31 8.5612e-33 3.0252e-34 2.3228e-27 2.8771e-20 5.6055e-17 1.8519e-16 3.3263e-57 4.7062e-49 2.3716e-42 2.4171e-37 2.5688e-34 1.0452e-22 1.0356e-16 9.6255e-14 4.7984e-14 5.7393e-11 2.7559e-19 4.2839e-29 2.6385e-60 2.7005e-52 4.399e-46 6.2282e-42 4.9777e-47 6.3768e-31 9.8608e-25 5.9847e-21 1.0591e-19 1.2806e-19 9.9987e-05 1.3223e-08 2.9042e-15 5.8802e-24 1.1388e-34
9.144e-27 1.5389 4.2629e-09 4.1552e-09 8.5739e-07 1.653e-08 1.0222e-09 4.524e-29 1.8599e-31 6.4235e-33 2.0928e-33 1.1438e-26 1.0086e-19 1.3988e-16 3.2896e-16 4.8083e-58 9.5569e-50 6.7654e-43 9.6861e-38 1.4461e-34 1.4683e-22 1.0356e-16 6.852e-14 1.262e-13 1.0746e-10 3.6731e-19 4.0643e-29 3.8141e-61 5.4839e-53 1.2549e-46 2.4959e-42 2.8022e-47 4.411e-30 4.8556e-24 2.0978e-20 2.6428e-19 2.2747e-19 9.9981e-05 1.8574e-08 5.7308e-15 1.63e-23 4.4346e-34
1.3218e-27 1.581 6.4015e-09 2.7671e-09 2.2551e-06 2.8951e-08 1.1923e-09 1.72e-29 1.0619e-31 5.5074e-33 1.4477e-32 5.2693e-26 3.0939e-19 2.8575e-16 4.475e-16 6.9507e-59 2.0746e-50 2.2054e-43 4.7415e-38 1.063e-34 2.2049e-22 1.0356e-16 4.5629e-14 3.3194e-13 1.8821e-10 4.2841e-19 3.1567e-29 5.5135e-62 1.1904e-53 4.0907e-47 1.2218e-42 2.0599e-47 3.0512e-29 2.2366e-23 6.4348e-20 5.3983e-19 3.0941e-19 9.9972e-05 2.7889e-08 1.2922e-14 5.5194e-23 2.2549e-33
1.9108e-28 1.627 9.9856e-09 1.7739e-09 5.9312e-06 4.8815e-08 1.2887e-09 6.5397e-30 6.298e-32 5.0951e-33 1.0015e-31 2.3368e-25 8.796e-19 5.2079e-16 5.2284e-16 1.0048e-59 4.678e-51 7.7573e-44 2.6016e-38 9.0985e-35 3.4395e-22 1.0356e-16 2.9251e-14 8.7305e-13 3.1734e-10 4.6307e-19 2.1874e-29 7.9701e-63 2.6843e-54 1.4389e-47 6.7038e-43 1.7631e-47 2.1104e-28 9.9172e-23 1.8291e-19 9.8371e-19 3.6145e-19 9.9957e-05 4.3498e-08 3.1438e-14 2.0946e-22 1.3349e-32
2.7621e-29 1.6749 1.5882e-08 1.1153e-09 1.56e-05 8.0725e-08 1.34e-09 2.4864e-30 3.8084e-32 4.9002e-33 6.9281e-31 1.0164e-24 2.4055e-18 8.9548e-16 5.6526e-16 1.4525e-60 1.0755e-51 2.8366e-44 1.513e-38 8.4158e-35 5.4703e-22 1.0356e-16 1.8392e-14 2.2962e-12 5.2479e-10 4.8149e-19 1.43e-29 1.1521e-63 6.1716e-55 5.2614e-48 3.8987e-43 1.6308e-47 1.4595e-27 4.3124e-22 5.0009e-19 1.691e-18 3.9067e-19 9.9931e-05 6.9164e-08 7.9504e-14 8.4249e-22 8.5392e-32
3.9929e-30 1.7239 2.5502e-08 6.9459e-10 4.103e-05 1.3223e-07 1.3669e-09 9.4535e-31 2.3251e-32 4.8038e-33 4.7927e-30 4.3787e-24 6.4539e-18 1.4962e-15 5.8818e-16 2.0996e-61 2.4965e-52 1.0573e-44 9.0554e-39 8.0878e-35 8.7839e-22 1.0356e-16 1.1454e-14 6.0395e-12 8.5959e-10 4.9115e-19 9.0847e-30 1.6655e-64 1.4325e-55 1.9611e-48 2.3334e-43 1.5672e-47 1.0092e-26 1.8571e-21 1.3412e-18 2.8243e-18 4.0635e-19 9.9889e-05 1.1101e-07 2.0491e-13 3.4866e-21 5.6745e-31
5.7719e-31 1.7734 4.1146e-08 4.3049e-10 0.00010792 2.1555e-07 1.381e-09 3.5943e-31 1.4263e-32 4.7547e-33 3.3154e-29 1.8774e-23 1.715e-17 2.4642e-15 6.0039e-16 3.0351e-62 5.8228e-53 3.9786e-45 5.4982e-39 7.9233e-35 1.4173e-21 1.0356e-16 7.0988e-15 1.5885e-11 1.4012e-09 4.9623e-19 5.6887e-30 2.4076e-65 3.3412e-56 7.3798e-49 1.4168e-43 1.5353e-47 6.9769e-26 7.9567e-21 3.5615e-18 4.6483e-18 4.145e-19 9.9821e-05 1.7899e-07 5.3306e-13 1.4635e-20 3.843e-30
