$P_{O_2}$ $\mu_e$ e h $V_{O}^{\times}$ $V_{O}^{\bullet}$ $V_{O}^{\bullet\bullet}$ $O_{i}^{\times}$ $O_{i}^{'}$ $O_{i}^{''}$ $Sn_{i}^{\times}$ $Sn_{i}^{\bullet}$ $Sn_{i}^{\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet\bullet}$ $V_{Sn}^{\times}$ $V_{Sn}^{'}$ $V_{Sn}^{''}$ $V_{Sn}^{'''}$ $V_{Sn}^{''''}$ $H_{i}^{'}$ $H_{i}^{\times}$ $H_{i}^{\bullet}$ $H_{O}^{\times}$ $H_{O}^{\bullet}$ $H_{O}^{\bullet\bullet}$ $H_{O}^{\bullet\bullet\bullet}$ $H_{Sn}^{\times}$ $H_{Sn}^{'}$ $H_{Sn}^{''}$ $H_{Sn}^{'''}$ $H_{Sn}^{''''}$ $Nb_{i}^{\times}$ $Nb_{i}^{\bullet}$ $Nb_{i}^{\bullet\bullet}$ $Nb_{i}^{\bullet\bullet\bullet}$ $Nb_{i}^{\bullet\bullet\bullet\bullet}$ $Nb_{i}^{\bullet\bullet\bullet\bullet\bullet}$ $Nb_{Sn}^{\times}$ $Nb_{Sn}^{\bullet}$ $Nb_{Sn}^{'}$ $Nb_{Sn}^{''}$ $Nb_{Sn}^{'''}$ $Nb_{Sn}^{''''}$
3.9844e-09 2.3076 7.2044e-06 2.4575e-12 1.2989e-15 1.481e-20 5.4165e-25 2.9863e-20 2.0759e-19 1.2122e-17 4.8028e-51 1.5525e-47 8.096e-44 6.6407e-44 9.2363e-47 2.0952e-40 7.0412e-29 8.4281e-19 2.0403e-10 0.00051504 2.4827e-19 1.0356e-16 4.0524e-17 1.9119e-22 9.6276e-23 1.9463e-34 1.2737e-47 1.662e-43 4.0404e-32 1.5633e-22 5.2573e-15 9.9803e-17 1.2334e-52 2.7956e-49 1.3211e-47 3.6697e-48 2.0497e-52 2.8632e-57 0.0077707 0.0021484 8.0963e-05 9.5491e-09 8.9436e-15 7.2331e-23
5.7597e-10 2.3479 1.0639e-05 1.6637e-12 3.4162e-15 2.637e-20 6.5294e-25 1.1354e-20 1.1659e-19 1.0056e-17 3.3224e-50 7.2708e-47 2.5669e-43 1.4254e-43 1.3421e-46 3.0287e-41 1.5035e-29 2.6582e-19 9.5054e-11 0.00035444 3.6672e-19 1.0356e-16 2.7435e-17 5.0285e-22 1.7143e-22 2.3462e-34 1.0395e-47 2.4025e-44 8.6273e-33 4.9307e-23 2.4493e-15 6.8682e-17 9.1306e-52 1.4011e-48 4.4825e-47 8.4291e-48 3.1873e-52 3.0142e-57 0.0083156 0.0015564 0.00012798 2.2296e-08 3.0846e-14 3.6849e-22
8.3261e-11 2.3865 1.5441e-05 1.146e-12 8.9852e-15 4.7776e-20 8.1487e-25 4.3169e-21 6.435e-20 8.0579e-18 2.2984e-49 3.4647e-46 8.4256e-43 3.2229e-43 2.0904e-46 4.3782e-42 3.1551e-30 8.0984e-20 4.204e-11 0.00022757 5.3238e-19 1.0356e-16 1.8898e-17 1.3226e-21 3.1059e-22 2.928e-34 8.9358e-48 3.4729e-45 1.8105e-33 1.5021e-23 1.0833e-15 4.4097e-17 6.5976e-51 6.9738e-48 1.5369e-46 1.9908e-47 5.1853e-52 3.3779e-57 0.008686 0.0011199 0.00019406 4.9082e-08 9.8576e-14 1.7095e-21
1.2036e-11 2.4217 2.1705e-05 8.1493e-13 2.3632e-14 8.9354e-20 1.0837e-24 1.6413e-21 3.4406e-20 6.0589e-18 1.59e-48 1.7043e-45 2.9472e-42 8.0165e-43 3.6974e-46 6.329e-43 6.414e-31 2.3152e-20 1.6901e-11 0.00012866 7.4868e-19 1.0356e-16 1.3438e-17 3.4786e-21 5.8088e-22 3.8941e-34 8.4507e-48 5.0203e-46 3.6805e-34 4.2943e-24 4.3551e-16 2.4931e-17 4.6785e-50 3.5165e-47 5.5108e-46 5.076e-47 9.4015e-52 4.355e-57 0.0089038 0.0008163 0.00027975 9.9501e-08 2.8103e-13 6.8539e-21
1.7399e-12 2.4503 2.8593e-05 6.1833e-13 6.2157e-14 1.7832e-19 1.641e-24 6.2403e-22 1.7241e-20 4.0014e-18 1.0999e-47 8.9457e-45 1.1738e-41 2.4224e-42 8.4773e-46 9.1489e-44 1.222e-31 5.8133e-21 5.5931e-12 5.6115e-05 9.8672e-19 1.0356e-16 1.0196e-17 9.1493e-21 1.1592e-21 5.8964e-34 9.709e-48 7.2572e-47 7.012e-35 1.0783e-24 1.4412e-16 1.0874e-17 3.2718e-49 1.8659e-46 2.2187e-45 1.5506e-46 2.1791e-51 7.659e-57 0.009001 0.00062613 0.00037273 1.7472e-07 6.5038e-13 2.0905e-20
2.5151e-13 2.4669 3.3566e-05 5.2654e-13 1.6348e-13 3.9939e-19 3.1298e-24 2.3726e-22 7.6977e-21 2.098e-18 7.6087e-47 5.2697e-44 5.888e-41 1.0348e-41 3.0837e-45 1.3225e-44 2.0744e-32 1.1589e-21 1.3093e-12 1.5426e-05 1.1587e-18 1.0356e-16 8.6827e-18 2.4064e-20 2.5964e-21 1.1246e-33 1.5769e-47 1.0491e-47 1.1903e-35 2.1495e-25 3.3738e-17 2.9892e-18 2.2697e-48 1.1023e-45 1.1161e-44 6.6422e-46 7.9489e-51 2.3791e-56 0.0090262 0.00053468 0.00043892 2.4162e-07 1.0562e-12 3.9866e-20
3.6357e-14 2.4721 3.53e-05 5.0064e-13 4.2998e-13 9.9876e-19 7.4416e-24 9.0208e-23 3.0782e-21 8.8236e-19 5.2635e-46 3.4661e-43 3.6822e-40 6.1529e-41 1.7434e-44 1.9118e-45 3.1538e-33 1.8531e-22 2.202e-13 2.7287e-06 1.2187e-18 1.0356e-16 8.2555e-18 6.3292e-20 6.4929e-21 2.674e-33 3.5649e-47 1.5165e-48 1.8097e-36 3.4372e-26 5.6741e-18 5.2875e-19 1.5707e-47 7.2525e-45 6.9821e-44 3.9509e-45 4.4955e-50 1.2793e-55 0.0090294 0.00050855 0.0004618 2.6737e-07 1.2292e-12 4.8799e-20
5.2556e-15 2.4731 3.5626e-05 4.9604e-13 1.1309e-12 2.6028e-18 1.9215e-23 3.4297e-23 1.1812e-21 3.4172e-19 3.6411e-45 2.3757e-42 2.5007e-39 4.1403e-40 1.1624e-43 2.7636e-46 4.6013e-34 2.7286e-23 3.2724e-14 4.0926e-07 1.23e-18 1.0356e-16 8.1797e-18 1.6647e-19 1.6921e-20 6.9045e-33 9.1204e-47 2.1922e-49 2.6403e-37 5.0611e-27 8.4323e-19 7.9305e-20 1.0866e-46 4.9712e-44 4.742e-43 2.6587e-44 2.9974e-49 8.4515e-55 0.0090297 0.0005039 0.0004661 2.7235e-07 1.2637e-12 5.0634e-20
7.5973e-16 2.4732 3.5675e-05 4.9535e-13 2.9745e-12 6.8362e-18 5.0398e-23 1.304e-23 4.4971e-22 1.3028e-19 2.5188e-44 1.6412e-41 1.7251e-38 2.8522e-39 7.9963e-43 3.995e-47 6.6607e-35 3.9553e-24 4.7503e-15 5.9491e-08 1.2317e-18 1.0356e-16 8.1683e-18 4.3784e-19 4.4442e-20 1.8109e-32 2.3888e-46 3.169e-50 3.822e-38 7.3365e-28 1.224e-19 1.1528e-20 7.5167e-46 3.4342e-43 3.2713e-42 1.8316e-43 2.062e-48 5.8061e-54 0.0090298 0.00050321 0.00046675 2.7311e-07 1.269e-12 5.0916e-20
1.0982e-16 2.4732 3.5682e-05 4.9525e-13 7.8234e-12 1.7977e-17 1.325e-22 4.9579e-24 1.7102e-22 4.9555e-20 1.7425e-43 1.1351e-40 1.1929e-37 1.9719e-38 5.5272e-42 5.775e-48 9.6304e-36 5.7199e-25 6.871e-16 8.6068e-09 1.2319e-18 1.0356e-16 8.1667e-18 1.1516e-18 1.1687e-19 4.7611e-32 6.2792e-46 4.5809e-51 5.5261e-39 1.061e-28 1.7705e-20 1.6678e-21 5.1998e-45 2.3752e-42 2.2621e-41 1.2663e-42 1.4253e-47 4.0124e-53 0.0090298 0.00050311 0.00046684 2.7322e-07 1.2698e-12 5.0958e-20
1.5876e-17 2.4732 3.5683e-05 4.9524e-13 2.0577e-11 4.728e-17 3.4848e-22 1.885e-24 6.5024e-23 1.8842e-20 1.2054e-42 7.8521e-40 8.2517e-37 1.364e-37 3.8231e-41 8.3481e-49 1.3922e-36 8.269e-26 9.9333e-17 1.2443e-09 1.232e-18 1.0356e-16 8.1664e-18 3.0288e-18 3.0737e-19 1.2522e-31 1.6514e-45 6.622e-52 7.9886e-40 1.5338e-29 2.5596e-21 2.4112e-22 3.5971e-44 1.6431e-41 1.5648e-40 8.7588e-42 9.8587e-47 2.7753e-52 0.0090298 0.00050309 0.00046686 2.7324e-07 1.2699e-12 5.0964e-20
2.2949e-18 2.4732 3.5683e-05 4.9524e-13 5.412e-11 1.2435e-16 9.1655e-22 7.167e-25 2.4723e-23 7.164e-21 8.3385e-42 5.4318e-39 5.7083e-36 9.4356e-37 2.6447e-40 1.2068e-49 2.0125e-37 1.1953e-26 1.4359e-17 1.7988e-10 1.232e-18 1.0356e-16 8.1664e-18 7.9663e-18 8.0842e-19 3.2934e-31 4.3433e-45 9.5725e-53 1.1548e-40 2.2172e-30 3.7001e-22 3.4855e-23 2.4884e-43 1.1366e-40 1.0824e-39 6.059e-41 6.8199e-46 1.9198e-51 0.0090298 0.00050309 0.00046686 2.7324e-07 1.2699e-12 5.0964e-20
3.3175e-19 2.4732 3.5684e-05 4.9524e-13 1.4234e-10 3.2707e-16 2.4107e-21 2.7249e-25 9.3997e-24 2.7238e-21 5.7684e-41 3.7576e-38 3.9488e-35 6.5272e-36 1.8295e-39 1.7445e-50 2.9092e-38 1.7279e-27 2.0757e-18 2.6002e-11 1.232e-18 1.0356e-16 8.1664e-18 2.0953e-17 2.1263e-18 8.6622e-31 1.1424e-44 1.3838e-53 1.6693e-41 3.2051e-31 5.3487e-23 5.0386e-24 1.7214e-42 7.8628e-40 7.488e-39 4.1915e-40 4.7178e-45 1.3281e-50 0.0090298 0.00050309 0.00046686 2.7324e-07 1.2699e-12 5.0965e-20
4.7956e-20 2.4732 3.5684e-05 4.9524e-13 3.7439e-10 8.6025e-16 6.3405e-21 1.036e-25 3.5738e-24 1.0356e-21 3.9904e-40 2.5994e-37 2.7317e-34 4.5154e-35 1.2656e-38 2.5217e-51 4.2054e-39 2.4979e-28 3.0006e-19 3.7588e-12 1.232e-18 1.0356e-16 8.1664e-18 5.5109e-17 5.5924e-18 2.2783e-30 3.0046e-44 2.0003e-54 2.4131e-42 4.6332e-32 7.7319e-24 7.2836e-25 1.1908e-41 5.4393e-39 5.18e-38 2.8995e-39 3.2636e-44 9.1873e-50 0.0090298 0.00050309 0.00046686 2.7324e-07 1.2699e-12 5.0965e-20
6.9323e-21 2.4732 3.5684e-05 4.9524e-13 9.847e-10 2.2626e-15 1.6676e-20 3.939e-26 1.3588e-24 3.9374e-22 2.7605e-39 1.7982e-36 1.8897e-33 3.1236e-34 8.7551e-38 3.6453e-52 6.0791e-40 3.6108e-29 4.3376e-20 5.4335e-13 1.232e-18 1.0356e-16 8.1664e-18 1.4494e-16 1.4709e-17 5.9922e-30 7.9025e-44 2.8916e-55 3.4883e-43 6.6975e-33 1.1177e-24 1.0529e-25 8.2377e-41 3.7627e-38 3.5834e-37 2.0058e-38 2.2577e-43 6.3555e-49 0.0090298 0.00050309 0.00046686 2.7324e-07 1.2699e-12 5.0965e-20
1.0021e-21 2.4732 3.5684e-05 4.9524e-13 2.5899e-09 5.951e-15 4.3862e-20 1.4976e-26 5.1662e-25 1.497e-22 1.9096e-38 1.2439e-35 1.3072e-32 2.1608e-33 6.0565e-37 5.2695e-53 8.7878e-41 5.2196e-30 6.2702e-21 7.8545e-14 1.232e-18 1.0356e-16 8.1664e-18 3.8123e-16 3.8687e-17 1.5761e-29 2.0785e-43 4.18e-56 5.0426e-44 9.6817e-34 1.6157e-25 1.522e-26 5.6986e-40 2.603e-37 2.4789e-36 1.3876e-37 1.5618e-42 4.3966e-48 0.0090298 0.00050309 0.00046686 2.7324e-07 1.2699e-12 5.0965e-20
1.4486e-22 2.4732 3.5684e-05 4.9524e-13 6.8119e-09 1.5652e-14 1.1536e-19 5.6941e-27 1.9642e-25 5.6918e-23 1.321e-37 8.6053e-35 9.0432e-32 1.4948e-32 4.1897e-36 7.6175e-54 1.2703e-41 7.5453e-31 9.064e-22 1.1354e-14 1.232e-18 1.0356e-16 8.1664e-18 1.0027e-15 1.0175e-16 4.1453e-29 5.4668e-43 6.0424e-57 7.2894e-45 1.3996e-34 2.3356e-26 2.2002e-27 3.9421e-39 1.8007e-36 1.7148e-35 9.5988e-37 1.0804e-41 3.0414e-47 0.0090298 0.00050309 0.00046686 2.7324e-07 1.2699e-12 5.0965e-20
2.0941e-23 2.4732 3.5684e-05 4.9524e-13 1.7916e-08 4.1167e-14 3.0342e-19 2.1649e-27 7.468e-26 2.164e-23 9.1384e-37 5.9529e-34 6.2558e-31 1.0341e-31 2.8983e-35 1.1012e-54 1.8363e-42 1.0907e-31 1.3103e-22 1.6413e-15 1.232e-18 1.0356e-16 8.1664e-18 2.6372e-15 2.6762e-16 1.0903e-28 1.4378e-42 8.7347e-58 1.0537e-45 2.0231e-35 3.3762e-27 3.1805e-28 2.7271e-38 1.2456e-35 1.1863e-34 6.6402e-36 7.474e-41 2.104e-46 0.0090298 0.00050309 0.00046686 2.7324e-07 1.2699e-12 5.0965e-20
3.0271e-24 2.4732 3.5684e-05 4.9524e-13 4.7123e-08 1.0828e-13 7.9805e-19 8.2312e-28 2.8394e-26 8.2278e-24 6.3217e-36 4.118e-33 4.3276e-30 7.1534e-31 2.005e-34 1.5918e-55 2.6545e-43 1.5767e-32 1.8941e-23 2.3726e-16 1.232e-18 1.0356e-16 8.1664e-18 6.9363e-15 7.0389e-16 2.8676e-28 3.7818e-42 1.2626e-58 1.5232e-46 2.9246e-36 4.8805e-28 4.5976e-29 1.8865e-37 8.617e-35 8.2063e-34 4.5935e-35 5.1703e-40 1.4555e-45 0.0090298 0.00050309 0.00046686 2.7324e-07 1.2699e-12 5.0965e-20
4.3759e-25 2.4732 3.5684e-05 4.9524e-13 1.2394e-07 2.8478e-13 2.099e-18 3.1295e-28 1.0795e-26 3.1283e-24 4.3732e-35 2.8487e-32 2.9937e-29 4.9485e-30 1.387e-33 2.301e-56 3.8373e-44 2.2792e-33 2.738e-24 3.4298e-17 1.232e-18 1.0356e-16 8.1664e-18 1.8244e-14 1.8513e-15 7.5422e-28 9.9466e-42 1.8252e-59 2.2019e-47 4.2276e-37 7.0551e-29 6.6461e-30 1.305e-36 5.961e-34 5.6769e-33 3.1777e-34 3.5767e-39 1.0069e-44 0.0090298 0.00050309 0.00046686 2.7324e-07 1.2699e-12 5.0965e-20
6.3256e-26 2.4732 3.5684e-05 4.9524e-13 3.2598e-07 7.4902e-13 5.5207e-18 1.1899e-28 4.1045e-27 1.1894e-24 3.0252e-34 1.9707e-31 2.071e-28 3.4232e-29 9.5949e-33 3.3263e-57 5.5471e-45 3.2948e-34 3.9579e-25 4.958e-18 1.232e-18 1.0356e-16 8.1664e-18 4.7984e-14 4.8693e-15 1.9837e-27 2.6161e-41 2.6385e-60 3.183e-48 6.1113e-38 1.0199e-29 9.6073e-31 9.0279e-36 4.1237e-33 3.9271e-32 2.1982e-33 2.4743e-38 6.9651e-44 0.0090298 0.00050309 0.00046686 2.7324e-07 1.2699e-12 5.0965e-20
9.144e-27 2.4732 3.5684e-05 4.9524e-13 8.5739e-07 1.97e-12 1.452e-17 4.524e-29 1.5605e-27 4.5221e-25 2.0928e-33 1.3633e-30 1.4326e-27 2.3681e-28 6.6375e-32 4.8083e-58 8.0186e-46 4.7628e-35 5.7214e-26 7.167e-19 1.232e-18 1.0356e-16 8.1664e-18 1.262e-13 1.2807e-14 5.2175e-27 6.8808e-41 3.8141e-61 4.6012e-49 8.8343e-39 1.4743e-30 1.3888e-31 6.2452e-35 2.8526e-32 2.7167e-31 1.5207e-32 1.7116e-37 4.8183e-43 0.0090298 0.00050309 0.00046686 2.7324e-07 1.2699e-12 5.0965e-20
1.3218e-27 2.4732 3.5684e-05 4.9524e-13 2.2551e-06 5.1815e-12 3.8191e-17 1.72e-29 5.9333e-28 1.7193e-25 1.4477e-32 9.4307e-30 9.9106e-27 1.6382e-27 4.5916e-31 6.9507e-59 1.1591e-46 6.8849e-36 8.2706e-27 1.036e-19 1.232e-18 1.0356e-16 8.1664e-18 3.3194e-13 3.3685e-14 1.3723e-26 1.8098e-40 5.5135e-62 6.6514e-50 1.2771e-39 2.1312e-31 2.0076e-32 4.3203e-34 1.9734e-31 1.8793e-30 1.052e-31 1.1841e-36 3.3332e-42 0.0090298 0.00050309 0.00046686 2.7324e-07 1.2699e-12 5.0965e-20
1.9108e-28 2.4732 3.5684e-05 4.9524e-13 5.9312e-06 1.3628e-11 1.0045e-16 6.5397e-30 2.2559e-28 6.5369e-26 1.0015e-31 6.5239e-29 6.8559e-26 1.1333e-26 3.1764e-30 1.0048e-59 1.6756e-47 9.9525e-37 1.1956e-27 1.4977e-20 1.232e-18 1.0356e-16 8.1664e-18 8.7305e-13 8.8596e-14 3.6093e-26 4.7599e-40 7.9701e-63 9.6149e-51 1.8461e-40 3.0807e-32 2.9021e-33 2.9887e-33 1.3651e-30 1.3001e-29 7.2772e-31 8.1909e-36 2.3058e-41 0.0090298 0.00050309 0.00046686 2.7324e-07 1.2699e-12 5.0965e-20
2.7621e-29 2.4732 3.5684e-05 4.9524e-13 1.56e-05 3.5844e-11 2.6419e-16 2.4864e-30 8.5769e-29 2.4854e-26 6.9281e-31 4.5131e-28 4.7427e-25 7.8395e-26 2.1973e-29 1.4525e-60 2.4222e-48 1.4387e-37 1.7283e-28 2.165e-21 1.232e-18 1.0356e-16 8.1664e-18 2.2962e-12 2.3302e-13 9.4931e-26 1.2519e-39 1.1521e-63 1.3899e-51 2.6686e-41 4.4534e-33 4.1952e-34 2.0675e-32 9.4436e-30 8.9935e-29 5.0341e-30 5.6663e-35 1.5951e-40 0.0090298 0.00050309 0.00046686 2.7324e-07 1.2699e-12 5.0965e-20
3.9929e-30 2.4732 3.5684e-05 4.9524e-13 4.103e-05 9.4276e-11 6.9486e-16 9.4535e-31 3.261e-29 9.4496e-27 4.7927e-30 3.122e-27 3.2809e-24 5.4232e-25 1.52e-28 2.0996e-61 3.5014e-49 2.0797e-38 2.4983e-29 3.1296e-22 1.232e-18 1.0356e-16 8.1664e-18 6.0395e-12 6.1288e-13 2.4968e-25 3.2928e-39 1.6655e-64 2.0092e-52 3.8576e-42 6.4376e-34 6.0644e-35 1.4302e-31 6.5328e-29 6.2214e-28 3.4825e-29 3.9198e-34 1.1034e-39 0.0090298 0.00050309 0.00046686 2.7324e-07 1.2699e-12 5.0965e-20
5.7719e-31 2.4732 3.5684e-05 4.9524e-13 0.00010792 2.4796e-10 1.8276e-15 3.5943e-31 1.2398e-29 3.5928e-27 3.3154e-29 2.1597e-26 2.2696e-23 3.7516e-24 1.0515e-27 3.0351e-62 5.0615e-50 3.0064e-39 3.6115e-30 4.524e-23 1.232e-18 1.0356e-16 8.1664e-18 1.5885e-11 1.612e-12 6.567e-25 8.6606e-39 2.4076e-65 2.9044e-53 5.5764e-43 9.306e-35 8.7664e-36 9.8938e-31 4.5192e-28 4.3038e-27 2.4091e-28 2.7116e-33 7.6332e-39 0.0090298 0.00050309 0.00046686 2.7324e-07 1.2699e-12 5.0965e-20
