$P_{O_2}$ $\mu_e$ e h $V_{O}^{\times}$ $V_{O}^{\bullet}$ $V_{O}^{\bullet\bullet}$ $O_{i}^{\times}$ $O_{i}^{'}$ $O_{i}^{''}$ $Sn_{i}^{\times}$ $Sn_{i}^{\bullet}$ $Sn_{i}^{\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet\bullet}$ $V_{Sn}^{\times}$ $V_{Sn}^{'}$ $V_{Sn}^{''}$ $V_{Sn}^{'''}$ $V_{Sn}^{''''}$ $H_{i}^{'}$ $H_{i}^{\times}$ $H_{i}^{\bullet}$ $H_{O}^{\times}$ $H_{O}^{\bullet}$ $H_{O}^{\bullet\bullet}$ $H_{O}^{\bullet\bullet\bullet}$ $H_{Sn}^{\times}$ $H_{Sn}^{'}$ $H_{Sn}^{''}$ $H_{Sn}^{'''}$ $H_{Sn}^{''''}$ $Zn_{i}^{\times}$ $Zn_{i}^{\bullet}$ $Zn_{i}^{\bullet\bullet}$ $Zn_{Sn}^{''}$ $Zn_{Sn}^{'''}$ $Zn_{Sn}^{''''}$
1.7399e-12 0.89293 8.2524e-12 2.1463e-06 6.2157e-14 6.19e-13 1.9774e-11 6.2403e-22 4.9666e-27 3.3206e-31 1.0999e-47 3.1053e-38 1.4144e-28 1.0133e-22 1.231e-19 9.1489e-44 3.5202e-38 4.8242e-34 1.3371e-31 3.8645e-31 2.8425e-25 1.0356e-16 3.5395e-11 9.1493e-21 4.0241e-15 7.1053e-21 4.0613e-28 7.2572e-47 2.02e-41 8.9482e-38 3.4454e-36 7.4885e-44 1.0855e-15 7.6835e-08 0.0049994 0.0050005 1.6727e-10 4.9162e-21
2.5151e-13 0.94293 1.3383e-11 1.3235e-06 1.6348e-13 1.0039e-12 1.9775e-11 2.3726e-22 3.0624e-27 3.3205e-31 7.6087e-47 1.3246e-37 3.7202e-28 1.6435e-22 1.2311e-19 1.3225e-44 8.2526e-39 1.8341e-34 8.2441e-32 3.8642e-31 4.6098e-25 1.0356e-16 2.1825e-11 2.4064e-20 6.5263e-15 7.1056e-21 2.5044e-28 1.0491e-47 4.7355e-42 3.402e-38 2.1243e-36 7.4879e-44 2.855e-15 1.2461e-07 0.0049996 0.0050003 2.7125e-10 1.2929e-20
3.6357e-14 0.99293 2.1705e-11 8.161e-07 4.2998e-13 1.6281e-12 1.9775e-11 9.0208e-23 1.8883e-27 3.3204e-31 5.2635e-46 5.6503e-37 9.785e-28 2.6654e-22 1.2311e-19 1.9118e-45 1.9347e-39 6.9733e-35 5.0832e-32 3.864e-31 7.4759e-25 1.0356e-16 1.3458e-11 6.3292e-20 1.0584e-14 7.1058e-21 1.5443e-28 1.5165e-48 1.1102e-42 1.2934e-38 1.3098e-36 7.4876e-44 7.509e-15 2.0209e-07 0.0049996 0.0050002 4.3989e-10 3.4004e-20
5.2556e-15 1.0429 3.52e-11 5.0322e-07 1.1309e-12 2.6405e-12 1.9775e-11 3.4297e-23 1.1643e-27 3.3204e-31 3.6411e-45 2.4101e-36 2.5736e-27 4.3227e-22 1.2311e-19 2.7636e-46 4.5356e-40 2.6512e-35 3.1343e-32 3.864e-31 1.2124e-24 1.0356e-16 8.2981e-12 1.6647e-19 1.7166e-14 7.1058e-21 9.5223e-29 2.1922e-49 2.6026e-43 4.9177e-39 8.0764e-37 7.4874e-44 1.975e-14 3.2775e-07 0.0049996 0.005 7.1338e-10 8.9434e-20
7.5973e-16 1.0929 5.7086e-11 3.1029e-07 2.9745e-12 4.2823e-12 1.9775e-11 1.304e-23 7.1793e-28 3.3204e-31 2.5188e-44 1.0281e-35 6.7691e-27 7.0105e-22 1.2311e-19 3.995e-47 1.0633e-40 1.008e-35 1.9327e-32 3.864e-31 1.9663e-24 1.0356e-16 5.1167e-12 4.3784e-19 2.7839e-14 7.1058e-21 5.8715e-29 3.169e-50 6.1015e-44 1.8697e-39 4.98e-37 7.4874e-44 5.1944e-14 5.3152e-07 0.0049995 0.0049999 1.1569e-09 2.3522e-19
1.0982e-16 1.1429 9.2581e-11 1.9133e-07 7.8234e-12 6.9448e-12 1.9775e-11 4.9579e-24 4.4268e-28 3.3204e-31 1.7425e-43 4.3852e-35 1.7804e-26 1.1369e-21 1.2311e-19 5.775e-48 2.4928e-41 3.8326e-36 1.1917e-32 3.864e-31 3.1889e-24 1.0356e-16 3.155e-12 1.1516e-18 4.5148e-14 7.1058e-21 3.6204e-29 4.5809e-51 1.4304e-44 7.1089e-40 3.0707e-37 7.4876e-44 1.3662e-13 8.6197e-07 0.0049993 0.0049998 1.8762e-09 6.1866e-19
1.5876e-17 1.1929 1.5015e-10 1.1797e-07 2.0577e-11 1.1263e-11 1.9775e-11 1.885e-24 2.7297e-28 3.3205e-31 1.2054e-42 1.8705e-34 4.6825e-26 1.8438e-21 1.2311e-19 8.3481e-49 5.8442e-42 1.4572e-36 7.3484e-33 3.8642e-31 5.1717e-24 1.0356e-16 1.9454e-12 3.0288e-18 7.3219e-14 7.1056e-21 2.2323e-29 6.622e-52 3.3535e-45 2.7029e-40 1.8935e-37 7.4879e-44 3.593e-13 1.3978e-06 0.0049989 0.0049997 3.0428e-09 1.6272e-18
2.2949e-18 1.2429 2.4351e-10 7.2741e-08 5.412e-11 1.8265e-11 1.9774e-11 7.167e-25 1.6832e-28 3.3206e-31 8.3385e-42 7.9784e-34 1.2315e-25 2.99e-21 1.231e-19 1.2068e-49 1.3701e-42 5.5406e-37 4.5314e-33 3.8645e-31 8.3875e-24 1.0356e-16 1.1995e-12 7.9663e-18 1.1874e-13 7.1053e-21 1.3763e-29 9.5725e-53 7.8621e-46 1.0277e-40 1.1676e-37 7.4885e-44 9.4493e-13 2.2667e-06 0.0049983 0.0049994 4.9346e-09 4.2797e-18
3.3175e-19 1.2929 3.9493e-10 4.4851e-08 1.4234e-10 2.9621e-11 1.9773e-11 2.7249e-25 1.0379e-28 3.3208e-31 5.7684e-41 3.4031e-33 3.2389e-25 4.8486e-21 1.2308e-19 1.7445e-50 3.2122e-43 2.1067e-37 2.7944e-33 3.8651e-31 1.3603e-23 1.0356e-16 7.396e-13 2.0953e-17 1.9257e-13 7.1048e-21 8.4858e-30 1.3838e-53 1.8432e-46 3.9077e-41 7.2004e-38 7.4896e-44 2.485e-12 3.6755e-06 0.0049972 0.0049991 8.0025e-09 1.1256e-17
4.7956e-20 1.3429 6.4053e-10 2.7654e-08 3.7439e-10 4.8036e-11 1.977e-11 1.036e-25 6.4e-29 3.3212e-31 3.9904e-40 1.4515e-32 8.5178e-25 7.8621e-21 1.2305e-19 2.5217e-51 7.5311e-44 8.0107e-38 1.7233e-33 3.8659e-31 2.2062e-23 1.0356e-16 4.5601e-13 5.5109e-17 3.1228e-13 7.104e-21 5.2315e-30 2.0003e-54 4.3215e-47 1.4859e-41 4.4406e-38 7.4913e-44 6.5344e-12 5.9591e-06 0.0049955 0.0049985 1.2977e-08 2.9605e-17
6.9323e-21 1.393 1.0389e-09 1.705e-08 9.847e-10 7.7897e-11 1.9767e-11 3.939e-26 3.9467e-29 3.3218e-31 2.7605e-39 6.1909e-32 2.2399e-24 1.2747e-20 1.2301e-19 3.6453e-52 1.7657e-44 3.0463e-38 1.0629e-33 3.8674e-31 3.5784e-23 1.0356e-16 2.8116e-13 1.4494e-16 5.064e-13 7.1027e-21 3.2249e-30 2.8916e-55 1.0132e-47 5.6504e-42 2.7389e-38 7.494e-44 1.718e-11 9.6599e-06 0.0049928 0.0049976 2.1044e-08 7.7866e-17
1.0021e-21 1.443 1.6851e-09 1.0512e-08 2.5899e-09 1.2631e-10 1.9761e-11 1.4976e-26 2.4339e-29 3.3228e-31 1.9096e-38 2.6404e-31 5.8895e-24 2.0664e-20 1.2293e-19 5.2695e-53 4.1402e-45 1.1586e-38 6.5569e-34 3.8697e-31 5.8042e-23 1.0356e-16 1.7334e-13 3.8123e-16 8.2115e-13 7.1006e-21 1.9876e-30 4.18e-56 2.3757e-48 2.149e-42 1.6896e-38 7.4985e-44 4.5159e-11 1.5654e-05 0.0049883 0.004996 3.4124e-08 2.048e-16
1.4486e-22 1.493 2.7335e-09 6.48e-09 6.8119e-09 2.048e-10 1.9751e-11 5.6941e-27 1.5011e-29 3.3244e-31 1.321e-37 1.126e-30 1.5483e-23 3.3487e-20 1.2281e-19 7.6175e-54 9.7085e-46 4.407e-39 4.046e-34 3.8734e-31 9.4154e-23 1.0356e-16 1.0686e-13 1.0027e-15 1.3314e-12 7.0972e-21 1.2247e-30 6.0424e-57 5.5709e-49 8.1744e-43 1.0426e-38 7.5057e-44 1.1866e-10 2.5357e-05 0.004981 0.0049936 5.5328e-08 5.3865e-16
2.0941e-23 1.543 4.4349e-09 3.9941e-09 1.7916e-08 3.3201e-10 1.9736e-11 2.1649e-27 9.2598e-30 3.327e-31 9.1384e-37 4.801e-30 4.069e-23 5.4245e-20 1.2262e-19 1.1012e-54 2.2769e-46 1.6769e-39 2.4977e-34 3.8795e-31 1.5276e-22 1.0356e-16 6.5862e-14 2.6372e-15 2.1584e-12 7.0916e-21 7.5427e-31 8.7347e-58 1.3065e-49 3.1104e-43 6.436e-39 7.5175e-44 3.116e-10 4.1042e-05 0.0049692 0.0049896 8.9693e-08 1.4167e-15
3.0271e-24 1.5931 7.197e-09 2.4612e-09 4.7123e-08 5.3811e-10 1.9711e-11 8.2312e-28 5.7133e-30 3.3313e-31 6.3217e-36 2.0466e-29 1.0689e-22 8.7806e-20 1.2231e-19 1.5918e-55 5.3414e-47 6.3837e-40 1.543e-34 3.8894e-31 2.4789e-22 1.0356e-16 4.0585e-14 6.9363e-15 3.4982e-12 7.0826e-21 4.642e-31 1.2626e-58 3.065e-50 1.1841e-43 3.9761e-39 7.5366e-44 8.1747e-10 6.635e-05 0.0049503 0.0049832 1.4537e-07 3.7261e-15
4.3759e-25 1.6432 1.1684e-08 1.516e-09 1.2394e-07 8.7179e-10 1.967e-11 3.1295e-28 3.5265e-30 3.3381e-31 4.3732e-35 8.7208e-29 2.8055e-22 1.4196e-19 1.2181e-19 2.301e-56 1.2535e-47 2.4321e-40 9.5439e-35 3.9054e-31 4.0244e-22 1.0356e-16 2.5e-14 1.8244e-14 5.6675e-12 7.068e-21 2.8535e-31 1.8252e-59 7.1928e-51 4.5113e-44 2.4593e-39 7.5677e-44 2.1412e-09 0.00010705 0.0049198 0.0049729 2.3551e-07 9.8003e-15
6.3256e-26 1.6934 1.898e-08 9.3325e-10 3.2598e-07 1.4115e-09 1.9605e-11 1.1899e-28 2.1781e-30 3.3492e-31 3.0252e-34 3.7137e-28 7.3544e-22 2.2909e-19 1.21e-19 3.3263e-57 2.9436e-48 9.2779e-41 5.9143e-35 3.9315e-31 6.5376e-22 1.0356e-16 1.5389e-14 4.7984e-14 9.1761e-12 7.0446e-21 1.7507e-31 2.6385e-60 1.6891e-51 1.7209e-44 1.524e-39 7.6182e-44 5.5945e-09 0.00017218 0.004871 0.0049565 3.8131e-07 2.5776e-14
9.144e-27 1.7437 3.0864e-08 5.7391e-10 8.5739e-07 2.283e-09 1.95e-11 4.524e-29 1.3466e-30 3.3673e-31 2.0928e-33 1.5798e-27 1.924e-21 3.6854e-19 1.1971e-19 4.8083e-58 6.9194e-49 3.5465e-41 3.6763e-35 3.9739e-31 1.0631e-21 1.0356e-16 9.4637e-15 1.262e-13 1.4842e-11 7.0068e-21 1.0709e-31 3.8141e-61 3.9705e-52 6.5783e-45 9.473e-40 7.7005e-44 1.4558e-08 0.00027553 0.0047935 0.0049303 6.168e-07 6.7802e-14
1.3218e-27 1.7941 5.0272e-08 3.5235e-10 2.2551e-06 3.6865e-09 1.9332e-11 1.72e-29 8.3394e-31 3.3965e-31 1.4477e-32 6.7097e-27 5.0168e-21 5.8999e-19 1.1766e-19 6.9507e-59 1.6292e-49 1.3601e-41 2.2964e-35 4.0432e-31 1.7316e-21 1.0356e-16 5.8102e-15 3.3194e-13 2.3966e-11 6.9465e-21 6.5179e-32 5.5135e-62 9.3486e-53 2.5228e-45 5.9174e-40 7.8348e-44 3.7646e-08 0.00043743 0.0046722 0.0048894 9.9629e-07 1.7838e-13
1.9108e-28 1.8448 8.2096e-08 2.1576e-10 5.9312e-06 5.9375e-09 1.9066e-11 6.5397e-30 5.1779e-31 3.4439e-31 1.0015e-31 2.8423e-26 1.3013e-20 9.3715e-19 1.1444e-19 1.0048e-59 3.846e-50 5.2434e-42 1.4457e-35 4.1569e-31 2.8278e-21 1.0356e-16 3.5579e-15 8.7305e-13 3.8599e-11 6.8509e-21 3.9363e-32 7.9701e-63 2.2069e-53 9.7258e-46 3.7254e-40 8.055e-44 9.6394e-08 0.00068587 0.004486 0.0048265 1.6061e-06 4.696e-13
2.7621e-29 1.896 1.3462e-07 1.3158e-10 1.56e-05 9.5236e-09 1.865e-11 2.4864e-30 3.2281e-31 3.5207e-31 6.9281e-31 1.1991e-25 3.348e-20 1.4704e-18 1.095e-19 1.4525e-60 9.1165e-51 2.038e-42 9.2144e-36 4.3443e-31 4.6368e-21 1.0356e-16 2.1698e-15 2.2962e-12 6.1912e-11 6.7015e-21 2.3482e-32 1.1521e-63 5.2312e-54 3.7802e-46 2.3743e-40 8.4183e-44 2.4319e-07 0.0010553 0.0042091 0.0047328 2.5825e-06 1.2382e-12
3.9929e-30 1.9478 2.2214e-07 7.9739e-11 4.103e-05 1.518e-08 1.8014e-11 9.4535e-31 2.0253e-31 3.645e-31 4.7927e-30 5.0268e-25 8.5056e-20 2.2637e-18 1.0216e-19 2.0996e-61 2.1746e-51 8.0222e-43 5.9852e-36 4.6564e-31 7.6515e-21 1.0356e-16 1.3149e-15 6.0395e-12 9.8682e-11 6.473e-21 1.3745e-32 1.6655e-64 1.2479e-54 1.488e-46 1.5422e-40 9.0231e-44 6.0045e-07 0.0015789 0.0038166 0.0045997 4.1416e-06 3.2767e-12
5.7719e-31 2.0005 3.7004e-07 4.7868e-11 0.00010792 2.3967e-08 1.7075e-11 3.5943e-31 1.2827e-31 3.8456e-31 3.3154e-29 2.0875e-24 2.1204e-19 3.3878e-18 9.1781e-20 3.0351e-62 5.2366e-52 3.2179e-43 3.9993e-36 5.1831e-31 1.2746e-20 1.0356e-16 7.8934e-16 1.5885e-11 1.5581e-10 6.1353e-21 7.8207e-33 2.4076e-65 3.0049e-55 5.9688e-47 1.0305e-40 1.0044e-43 1.4393e-06 0.0022721 0.003297 0.0044229 6.6339e-06 8.743e-12
