$P_{O_2}$ $\mu_e$ e h $V_{O}^{\times}$ $V_{O}^{\bullet}$ $V_{O}^{\bullet\bullet}$ $O_{i}^{\times}$ $O_{i}^{'}$ $O_{i}^{''}$ $Sn_{i}^{\times}$ $Sn_{i}^{\bullet}$ $Sn_{i}^{\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet\bullet}$ $V_{Sn}^{\times}$ $V_{Sn}^{'}$ $V_{Sn}^{''}$ $V_{Sn}^{'''}$ $V_{Sn}^{''''}$ $H_{i}^{'}$ $H_{i}^{\times}$ $H_{i}^{\bullet}$ $H_{O}^{\times}$ $H_{O}^{\bullet}$ $H_{O}^{\bullet\bullet}$ $H_{O}^{\bullet\bullet\bullet}$ $H_{Sn}^{\times}$ $H_{Sn}^{'}$ $H_{Sn}^{''}$ $H_{Sn}^{'''}$ $H_{Sn}^{''''}$ $Co_{i}^{\times}$ $Co_{i}^{\bullet}$ $Co_{i}^{\bullet\bullet}$ $Co_{i}^{\bullet\bullet\bullet}$ $Co_{i}^{\bullet\bullet\bullet\bullet}$ $Co_{Sn}^{\times}$ $Co_{Sn}^{'}$ $Co_{Sn}^{''}$ $Co_{Sn}^{'''}$ $Co_{Sn}^{''''}$
3.9844e-09 0.53552 2.6031e-13 6.7928e-05 1.2989e-15 4.1006e-13 4.1528e-10 2.9863e-20 7.4972e-27 1.5811e-32 4.8028e-51 4.2987e-40 6.2071e-29 1.4097e-21 5.4292e-17 2.0952e-40 2.543e-36 1.0993e-33 9.6108e-33 8.7621e-34 8.9663e-27 1.0356e-16 1.1221e-09 1.9119e-22 2.6658e-15 1.4922e-19 2.7039e-25 1.662e-43 1.4592e-39 2.039e-37 2.4765e-37 1.6979e-46 9.1431e-23 6.7558e-14 2.0082e-07 0.0024522 1.5501e-08 0.0001227 0.0074249 3.061e-11 2.7767e-22 4.7176e-35
5.7597e-10 0.58543 4.218e-13 4.195e-05 3.4162e-15 6.6562e-13 4.1601e-10 1.1354e-20 4.6188e-27 1.5784e-32 3.3224e-50 1.8353e-39 1.6354e-28 2.2923e-21 5.4483e-17 3.0287e-41 5.9564e-37 4.1722e-34 5.9105e-33 8.7313e-34 1.4529e-26 1.0356e-16 6.9249e-10 5.0285e-22 4.3271e-15 1.4948e-19 1.6717e-25 2.4025e-44 3.4179e-40 7.7388e-38 1.523e-37 1.6919e-46 3.9184e-22 1.7868e-13 3.2779e-07 0.0024703 9.6373e-09 7.6014e-05 0.0074534 4.979e-11 7.3183e-22 2.0147e-34
8.3261e-11 0.63537 6.837e-13 2.5891e-05 8.9852e-15 1.0801e-12 4.1645e-10 4.3169e-21 2.8465e-27 1.5767e-32 2.2984e-49 7.8325e-39 4.306e-28 3.7236e-21 5.4599e-17 4.3782e-42 1.3957e-37 1.5846e-34 3.6387e-33 8.7128e-34 2.3549e-26 1.0356e-16 4.2722e-10 1.3226e-21 7.0214e-15 1.4964e-19 1.0324e-25 3.4729e-45 8.0086e-41 2.9392e-38 9.376e-38 1.6883e-46 1.6763e-21 4.7158e-13 5.3372e-07 0.0024814 5.9723e-09 4.7007e-05 0.0074711 8.0896e-11 1.9273e-21 8.6005e-34
1.2036e-11 0.68534 1.1085e-12 1.5974e-05 2.3632e-14 1.7522e-12 4.1671e-10 1.6413e-21 1.7546e-27 1.5757e-32 1.59e-48 3.342e-38 1.1333e-27 6.0444e-21 5.4667e-17 6.329e-43 3.2709e-38 6.021e-35 2.2415e-33 8.702e-34 3.818e-26 1.0356e-16 2.6351e-10 3.4786e-21 1.1391e-14 1.4973e-19 6.3718e-26 5.0203e-46 1.8769e-41 1.1168e-38 5.7759e-38 1.6862e-46 7.1628e-21 1.2429e-12 8.6765e-07 0.0024881 3.6937e-09 2.9036e-05 0.007482 1.3135e-10 5.0735e-21 3.6705e-33
1.7399e-12 0.73532 1.7974e-12 9.8526e-06 6.2157e-14 2.8421e-12 4.1685e-10 6.2403e-22 1.0817e-27 1.5752e-32 1.0999e-47 1.4258e-37 2.9817e-27 9.8077e-21 5.4704e-17 9.1489e-44 7.667e-39 2.2884e-35 1.3814e-33 8.6961e-34 6.1909e-26 1.0356e-16 1.6251e-10 9.1493e-21 1.8476e-14 1.4979e-19 3.9309e-26 7.2572e-47 4.3995e-42 4.2448e-39 3.5597e-38 1.6851e-46 3.0586e-20 3.2731e-12 1.4091e-06 0.002492 2.2815e-09 1.7923e-05 0.0074887 2.1317e-10 1.3351e-20 1.5663e-32
2.5151e-13 0.78531 2.9147e-12 6.0762e-06 1.6348e-13 4.6095e-12 4.1691e-10 2.3726e-22 6.6696e-28 1.575e-32 7.6087e-47 6.0821e-37 7.8433e-27 1.5909e-20 5.4719e-17 1.3225e-44 1.7973e-39 8.6996e-36 8.5164e-34 8.6937e-34 1.004e-25 1.0356e-16 1.0021e-10 2.4064e-20 2.9966e-14 1.4981e-19 2.4243e-26 1.0491e-47 1.0313e-42 1.6137e-39 2.1945e-38 1.6846e-46 1.3054e-19 8.6145e-12 2.2869e-06 0.002494 1.408e-09 1.1058e-05 0.0074927 3.4587e-10 3.513e-20 6.6831e-32
3.6357e-14 0.83532 4.7271e-12 3.7468e-06 4.2998e-13 7.4755e-12 4.1689e-10 9.0208e-23 4.1126e-28 1.575e-32 5.2635e-46 2.5943e-36 2.0628e-26 2.58e-20 5.4715e-17 1.9118e-45 4.2137e-40 3.3078e-36 5.2515e-34 8.6943e-34 1.6282e-25 1.0356e-16 6.179e-11 6.3292e-20 4.8598e-14 1.498e-19 1.4948e-26 1.5165e-48 2.4179e-43 6.1354e-40 1.3532e-38 1.6847e-46 5.5699e-19 2.2664e-11 3.7098e-06 0.0024946 8.6839e-10 6.8204e-06 0.0074949 5.611e-10 9.2429e-20 2.8517e-31
5.2556e-15 0.88533 7.6672e-12 2.3101e-06 1.1309e-12 1.2122e-11 4.1681e-10 3.4297e-23 2.5361e-28 1.5754e-32 3.6411e-45 1.1065e-35 5.4244e-26 4.1828e-20 5.4692e-17 2.7636e-46 9.8795e-41 1.2579e-36 3.2392e-34 8.698e-34 2.6409e-25 1.0356e-16 3.8096e-11 1.6647e-19 7.8806e-14 1.4977e-19 9.214e-27 2.1922e-49 5.669e-44 2.3332e-40 8.3466e-39 1.6855e-46 2.3759e-18 5.9604e-11 6.0154e-06 0.0024939 5.3525e-10 4.2057e-06 0.0074959 9.102e-10 2.4319e-19 1.2169e-30
7.5973e-16 0.93535 1.2437e-11 1.4242e-06 2.9745e-12 1.9655e-11 4.1662e-10 1.304e-23 1.5641e-28 1.576e-32 2.5188e-44 4.7187e-35 1.4261e-25 6.7791e-20 5.4644e-17 3.995e-47 2.3166e-41 4.7847e-37 1.9986e-34 8.7056e-34 4.2839e-25 1.0356e-16 2.3485e-11 4.3784e-19 1.2778e-13 1.497e-19 5.6777e-27 3.169e-50 1.3293e-44 8.8749e-41 5.15e-39 1.6869e-46 1.0132e-17 1.567e-10 9.7492e-06 0.0024917 3.2968e-10 2.5927e-06 0.007496 1.4765e-09 6.399e-19 5.1944e-30
1.0982e-16 0.98539 2.0178e-11 8.7783e-07 7.8234e-12 3.1864e-11 4.163e-10 4.9579e-24 9.6483e-29 1.5773e-32 1.7425e-43 2.012e-34 3.7479e-25 1.0981e-19 5.4559e-17 5.775e-48 5.4332e-42 1.8206e-37 1.2338e-34 8.7191e-34 6.9502e-25 1.0356e-16 1.4476e-11 1.1516e-18 2.0715e-13 1.4959e-19 3.4969e-27 4.5809e-51 3.1176e-45 3.3769e-41 3.1792e-39 1.6896e-46 4.3198e-17 4.1178e-10 1.5791e-05 0.0024875 2.0287e-10 1.5979e-06 0.0074951 2.3952e-09 1.6841e-18 2.218e-29
1.5876e-17 1.0355 3.2745e-11 5.4093e-07 2.0577e-11 5.1643e-11 4.1577e-10 1.885e-24 5.953e-29 1.5793e-32 1.2054e-42 8.5767e-34 9.8449e-25 1.7775e-19 5.4419e-17 8.3481e-49 1.2746e-42 6.9308e-38 7.6224e-35 8.7416e-34 1.1279e-24 1.0356e-16 8.9201e-12 3.0288e-18 3.3573e-13 1.4939e-19 2.152e-27 6.622e-52 7.3136e-46 1.2856e-41 1.9641e-39 1.6939e-46 1.8409e-16 1.0814e-09 2.5553e-05 0.0024805 1.2465e-10 9.8435e-07 0.007493 3.8858e-09 4.4341e-18 9.4765e-29
2.2949e-18 1.0856 5.3162e-11 3.3319e-07 5.412e-11 8.3666e-11 4.1489e-10 7.167e-25 3.6746e-29 1.5826e-32 8.3385e-42 3.6546e-33 2.5839e-24 2.8736e-19 5.419e-17 1.2068e-49 2.9912e-43 2.6407e-38 4.7149e-35 8.7785e-34 1.8311e-24 1.0356e-16 5.4944e-12 7.9663e-18 5.439e-13 1.4908e-19 1.3228e-27 9.5725e-53 1.7164e-46 4.8981e-42 1.2149e-39 1.7011e-46 7.8404e-16 2.8367e-09 4.129e-05 0.0024688 7.642e-11 6.0602e-07 0.0074893 6.3055e-09 1.1681e-17 4.053e-28
3.3175e-19 1.1357 8.6364e-11 2.051e-07 1.4234e-10 1.3545e-10 4.1347e-10 2.7249e-25 2.2696e-29 1.5881e-32 5.7684e-41 1.5562e-32 6.7729e-24 4.6365e-19 5.382e-17 1.7445e-50 7.0245e-44 1.0074e-38 2.9222e-35 8.8388e-34 2.9747e-24 1.0356e-16 3.3821e-12 2.0953e-17 8.8058e-13 1.4857e-19 8.1146e-28 1.3838e-53 4.0308e-47 1.8687e-42 7.5299e-40 1.7128e-46 3.3359e-15 7.4294e-09 6.6565e-05 0.0024499 4.6681e-11 3.7273e-07 0.0074831 1.0235e-08 3.0803e-17 1.7363e-27
4.7956e-20 1.186 1.4045e-10 1.2612e-07 3.7439e-10 2.1907e-10 4.1119e-10 1.036e-25 1.4034e-29 1.5969e-32 3.9904e-40 6.6196e-32 1.7715e-23 7.4572e-19 5.3228e-17 2.5217e-51 1.6514e-44 3.8516e-39 1.8169e-35 8.9372e-34 4.8377e-24 1.0356e-16 2.0797e-12 5.5109e-17 1.4242e-12 1.4775e-19 4.9621e-28 2.0003e-54 9.4759e-48 7.1443e-43 4.6817e-40 1.7318e-46 1.4171e-14 1.9407e-08 0.00010692 0.0024197 2.835e-11 2.2889e-07 0.0074731 1.6623e-08 8.1358e-17 7.458e-27
6.9323e-21 1.2365 2.288e-10 7.7419e-08 9.847e-10 3.537e-10 4.0754e-10 3.939e-26 8.6919e-30 1.6112e-32 2.7605e-39 2.8111e-31 4.6181e-23 1.1933e-18 5.2287e-17 3.6453e-52 3.8887e-45 1.4775e-39 1.1354e-35 9.098e-34 7.8808e-24 1.0356e-16 1.2766e-12 1.4494e-16 2.2994e-12 1.4644e-19 3.019e-28 2.8916e-55 2.2314e-48 2.7406e-43 2.9256e-40 1.763e-46 6.0049e-14 5.0482e-08 0.00017073 0.0023719 1.7059e-11 1.4021e-07 0.0074572 2.7021e-08 2.1544e-16 3.2172e-26
1.0021e-21 1.2872 3.7372e-10 4.7397e-08 2.5899e-09 5.6954e-10 4.0175e-10 1.4976e-26 5.3979e-30 1.6344e-32 1.9096e-38 1.1905e-30 1.1974e-22 1.8942e-18 5.0813e-17 5.2695e-53 9.1821e-46 5.6985e-40 7.1526e-36 9.3619e-34 1.2873e-23 1.0356e-16 7.8157e-13 3.8123e-16 3.7025e-12 1.4436e-19 1.8221e-28 4.18e-56 5.2688e-49 1.057e-43 1.8431e-40 1.8141e-46 2.5347e-13 1.3046e-07 0.00027011 0.0022974 1.0116e-11 8.5551e-08 0.0074324 4.399e-08 5.7289e-16 1.3974e-25
1.4486e-22 1.3384 6.1303e-10 2.8895e-08 6.8119e-09 9.1322e-10 3.9272e-10 5.6941e-27 3.3665e-30 1.672e-32 1.321e-37 5.0208e-30 3.0785e-22 2.969e-18 4.8553e-17 7.6175e-54 2.1773e-46 2.2165e-40 4.5635e-36 9.7978e-34 2.1115e-23 1.0356e-16 4.7647e-13 1.0027e-15 5.9368e-12 1.4111e-19 1.0858e-28 6.0424e-57 1.2493e-49 4.1113e-44 1.1759e-40 1.8986e-46 1.0635e-12 3.337e-07 0.0004212 0.002184 5.8626e-12 5.189e-08 0.0073947 7.1792e-08 1.5336e-15 6.1362e-25
2.0941e-23 1.3903 1.0122e-09 1.7501e-08 1.7916e-08 1.4548e-09 3.789e-10 2.1649e-27 2.1133e-30 1.7329e-32 9.1384e-37 2.1036e-29 7.8121e-22 4.5632e-18 4.5197e-17 1.1012e-54 5.1965e-47 8.7344e-41 2.9691e-36 1.0525e-33 3.4863e-23 1.0356e-16 2.8858e-13 2.6372e-15 9.4573e-12 1.3615e-19 6.3451e-29 8.7347e-58 2.9818e-50 1.6201e-44 7.6508e-41 2.0395e-46 4.4227e-12 8.4048e-07 0.00064254 0.0020179 3.2807e-12 3.1193e-08 0.0073394 1.1765e-07 4.1495e-15 2.7412e-24
3.0271e-24 1.4431 1.6875e-09 1.0497e-08 4.7123e-08 2.2949e-09 3.5851e-10 8.2312e-28 1.3396e-30 1.8315e-32 6.3217e-36 8.7282e-29 1.9441e-21 6.8111e-18 4.0463e-17 1.5918e-55 1.2524e-47 3.5098e-41 1.9892e-36 1.1757e-33 5.8125e-23 1.0356e-16 1.7309e-13 6.9363e-15 1.4919e-11 1.2882e-19 3.6008e-29 1.2626e-58 7.1867e-51 6.5101e-45 5.1258e-41 2.2782e-46 1.816e-11 2.0698e-06 0.00094908 0.0017877 1.7433e-12 1.8514e-08 0.007263 1.9411e-07 1.1415e-14 1.2572e-23
4.3759e-25 1.4974 2.853e-09 6.2087e-09 1.2394e-07 3.5702e-09 3.299e-10 3.1295e-28 8.611e-31 1.9904e-32 4.3732e-35 3.5714e-28 4.7052e-21 9.7506e-18 3.4262e-17 2.301e-56 3.0608e-48 1.4502e-41 1.3895e-36 1.3884e-33 9.8269e-23 1.0356e-16 1.0238e-13 1.8244e-14 2.321e-11 1.1854e-19 1.9599e-29 1.8252e-59 1.7564e-51 2.6898e-45 3.5805e-41 2.6904e-46 7.3309e-11 4.9424e-06 0.0013405 0.0014935 8.6143e-13 1.0804e-08 0.0071657 3.2377e-07 3.2189e-14 5.9938e-23
6.3256e-26 1.5536 4.9132e-09 3.6052e-09 3.2598e-07 5.4528e-09 2.9258e-10 1.1899e-28 5.6381e-31 2.2443e-32 3.0252e-34 1.4346e-27 1.0975e-20 1.3207e-17 2.6948e-17 3.3263e-57 7.6197e-49 6.217e-42 1.0259e-36 1.7653e-33 1.6923e-22 1.0356e-16 5.945e-14 4.7984e-14 3.5448e-11 1.0513e-19 1.0093e-29 2.6385e-60 4.3723e-52 1.1532e-45 2.6435e-41 3.4207e-46 2.8994e-10 1.1351e-05 0.0017877 0.0011566 3.8736e-13 6.1772e-09 0.0070552 5.4898e-07 9.3991e-14 3.014e-22
9.144e-27 1.6121 8.6496e-09 2.0479e-09 8.5739e-07 8.1465e-09 2.4829e-10 4.524e-29 3.7738e-31 2.6446e-32 2.0928e-33 5.6373e-27 2.4498e-20 1.6745e-17 1.9408e-17 4.8083e-58 1.9391e-49 2.7853e-42 8.0914e-37 2.4511e-33 2.9793e-22 1.0356e-16 3.3769e-14 1.262e-13 5.296e-11 8.9217e-20 4.8654e-30 3.8141e-61 1.1127e-52 5.1664e-46 2.085e-41 4.7497e-46 1.1219e-09 2.4947e-05 0.0022318 0.00082017 1.5604e-13 3.4551e-09 0.0069471 9.5165e-07 2.8684e-13 1.6193e-21
1.3218e-27 1.673 1.5582e-08 1.1368e-09 2.2551e-06 1.1894e-08 2.0122e-10 1.72e-29 2.5849e-31 3.2632e-32 1.4477e-32 2.1647e-26 5.2218e-20 1.9813e-17 1.2747e-17 6.9507e-59 5.0498e-50 1.3067e-42 6.8385e-37 3.732e-33 5.3671e-22 1.0356e-16 1.8745e-14 3.3194e-13 7.732e-11 7.2304e-20 2.1888e-30 5.5135e-62 2.8977e-53 2.4238e-46 1.7621e-41 7.2317e-46 4.2534e-09 5.2504e-05 0.0026072 0.00053186 5.6168e-14 1.8936e-09 0.0068592 1.6927e-06 9.1912e-13 9.3476e-21
1.9108e-28 1.736 2.8665e-08 6.1794e-10 5.9312e-06 1.7005e-08 1.5639e-10 6.5397e-30 1.8079e-31 4.1986e-32 1.0015e-31 8.1403e-26 1.0674e-19 2.2016e-17 7.6996e-18 1.0048e-59 1.3429e-50 6.3924e-43 6.1542e-37 6.1784e-33 9.8734e-22 1.0356e-16 1.019e-14 8.7305e-13 1.1055e-10 5.6194e-20 9.2471e-31 7.9701e-63 7.7057e-54 1.1857e-46 1.5858e-41 1.1972e-45 1.5867e-08 0.00010647 0.002874 0.00031869 1.8295e-14 1.0211e-09 0.0068043 3.089e-06 3.0855e-12 5.7727e-20
2.7621e-29 1.8008 5.3645e-08 3.3019e-10 1.56e-05 2.3899e-08 1.1744e-10 2.4864e-30 1.2864e-31 5.591e-32 6.9281e-31 3.009e-25 2.1083e-19 2.3235e-17 4.3422e-18 1.4525e-60 3.6329e-51 3.2364e-43 5.8311e-37 1.0956e-32 1.8478e-21 1.0356e-16 5.4448e-15 2.2962e-12 1.5536e-10 4.22e-20 3.7106e-31 1.1521e-63 2.0846e-54 6.0031e-47 1.5025e-41 2.1229e-45 5.8515e-08 0.00020981 0.0030262 0.00017931 5.5005e-15 5.4437e-10 0.0067887 5.7676e-06 1.0782e-11 3.7751e-19
3.9929e-30 1.8671 1.0183e-07 1.7395e-10 4.103e-05 3.3113e-08 8.5724e-11 9.4535e-31 9.2843e-32 7.6597e-32 4.7927e-30 1.0966e-24 4.0475e-19 2.3499e-17 2.3134e-18 2.0996e-61 9.9689e-52 1.6858e-43 5.7656e-37 2.0563e-32 3.5075e-21 1.0356e-16 2.8683e-15 6.0395e-12 2.1527e-10 3.0803e-20 1.4268e-31 1.6655e-64 5.7203e-55 3.1269e-47 1.4857e-41 3.9846e-45 2.1419e-07 0.00040458 0.0030742 9.5961e-05 1.5507e-15 2.8805e-10 0.0068188 1.0997e-05 3.9023e-11 2.5936e-18
5.7719e-31 1.9348 1.9604e-07 9.0354e-11 0.00010792 4.524e-08 6.0835e-11 3.5943e-31 6.7957e-32 1.0793e-31 3.3154e-29 3.9403e-24 7.5548e-19 2.2784e-17 1.1651e-18 3.0351e-62 2.7743e-52 9.0318e-44 5.9467e-37 4.083e-32 6.7525e-21 1.0356e-16 1.4899e-15 1.5885e-11 2.941e-10 2.186e-20 5.2596e-32 2.4076e-65 1.5919e-55 1.6753e-47 1.5323e-41 7.9119e-45 7.7989e-07 0.00076518 0.0030202 4.897e-05 4.1105e-16 1.5161e-10 0.0069094 2.1452e-05 1.4655e-10 1.8751e-17
